id,item_group_id,lang,stage,prompt_type,knowledge_mode,difficulty,inquiry,reference,context,multimodal_asset_paths
PR-EN-021-fe-base,PR-EN-021-fe,en,problem_generating,few_shot,none,advanced,"A unicycle wheel with a radius of 0.35 m is observed in Experiment 2. Using the graph, determine the maximum centripetal acceleration experienced by the wheel during the time interval when the angular velocity is increasing. Assume the wheel's angular velocity reaches a peak of 3 rad/s.","[""A car is traveling around a circular track with a radius of 200 meters at a constant speed of 30 meters per second. Calculate the centripetal acceleration of the car. Additionally, determine the minimum coefficient of static friction required between the tires and the track to prevent the car from skidding."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular and provide your answer in meters per second squared."", ""A roller coaster car with a mass of 500 kg is moving at a speed of 20 m/s at the top of a vertical loop with a radius of 15 meters. Calculate the centripetal acceleration at this point and determine the normal force exerted by the track on the car at the top of the loop.""]",Difficulty: advanced. Use the provided graph (graph_00b1b290.png) and real-world image (foto_with_circles_1753525429.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_00b1b290.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753525429.jpg""]"
PR-EN-021-fe-kg,PR-EN-021-fe,en,problem_generating,few_shot,kg,advanced,"A unicycle wheel with a radius of 0.3 m is spinning. Using the graph, determine the centripetal acceleration at 10 seconds during Experiment 2, when the angular velocity is approximately 2 rad/s. Consider the measurement uncertainty in the radius to be +/-0.01 m and calculate the possible range of centripetal acceleration.","[""A car is traveling around a circular track with a radius of 200 meters at a constant speed of 30 meters per second. Calculate the centripetal acceleration of the car. Additionally, determine the minimum coefficient of static friction required between the tires and the track to prevent the car from skidding."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular and provide your answer in meters per second squared."", ""A roller coaster car with a mass of 500 kg is moving at a speed of 20 m/s at the top of a vertical loop with a radius of 15 meters. Calculate the centripetal acceleration at this point and determine the normal force exerted by the track on the car at the top of the loop.""]",Difficulty: advanced. Use the provided graph (graph_00b1b290.png) and real-world image (foto_with_circles_1753525429.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_00b1b290.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753525429.jpg""]"
PR-EN-022-fe-base,PR-EN-022-fe,en,problem_generating,few_shot,none,advanced,"A unicycle wheel with a radius of 0.3 m is shown in the image. Using the graph, determine the maximum centripetal acceleration experienced by the wheel during Experiment 2 when the angular velocity is at its peak. Assume the wheel's motion corresponds to the data in the graph.","[""A car is traveling around a circular track with a radius of 200 meters at a constant speed of 30 meters per second. Calculate the centripetal acceleration of the car. Additionally, determine the minimum coefficient of static friction required between the tires and the track to prevent the car from skidding."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular and provide your answer in meters per second squared."", ""A roller coaster car with a mass of 500 kg is moving at a speed of 20 m/s at the top of a vertical loop with a radius of 15 meters. Calculate the centripetal acceleration at this point and determine the normal force exerted by the track on the car at the top of the loop.""]",Difficulty: advanced. Use the provided graph (graph_015cef4c.png) and real-world image (foto_with_circles_1753526365.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_015cef4c.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753526365.jpg""]"
PR-EN-022-fe-kg,PR-EN-022-fe,en,problem_generating,few_shot,kg,advanced,A unicycle wheel with a radius of 0.3 m is spinning with an angular velocity as shown in Experiment 1 of the graph. Calculate the centripetal acceleration of a point on the rim of the wheel during the steady phase of the experiment. Assume the angular velocity remains constant at the average value during this phase.,"[""A car is traveling around a circular track with a radius of 200 meters at a constant speed of 30 meters per second. Calculate the centripetal acceleration of the car. Additionally, determine the minimum coefficient of static friction required between the tires and the track to prevent the car from skidding."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular and provide your answer in meters per second squared."", ""A roller coaster car with a mass of 500 kg is moving at a speed of 20 m/s at the top of a vertical loop with a radius of 15 meters. Calculate the centripetal acceleration at this point and determine the normal force exerted by the track on the car at the top of the loop.""]",Difficulty: advanced. Use the provided graph (graph_015cef4c.png) and real-world image (foto_with_circles_1753526365.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_015cef4c.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753526365.jpg""]"
PR-EN-023-fe-base,PR-EN-023-fe,en,problem_generating,few_shot,none,advanced,"In Experiment 1, the centripetal acceleration reaches a maximum of approximately 17 m/s² at around 15 seconds. If this acceleration is due to a rotating object with a radius of 0.5 meters, calculate the angular velocity at this point. Assume the object is similar to a rotating fan blade as seen in the real-world image.","[""A car is traveling around a circular track with a radius of 200 meters at a constant speed of 30 meters per second. Calculate the centripetal acceleration of the car. Additionally, determine the minimum coefficient of static friction required between the tires and the track to prevent the car from skidding."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular and provide your answer in meters per second squared."", ""A roller coaster car with a mass of 500 kg is moving at a speed of 20 m/s at the top of a vertical loop with a radius of 15 meters. Calculate the centripetal acceleration at this point and determine the normal force exerted by the track on the car at the top of the loop.""]",Difficulty: advanced. Use the provided graph (graph_01dc389f.png) and real-world image (foto_with_circles_1753537958.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_01dc389f.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753537958.jpg""]"
PR-EN-023-fe-kg,PR-EN-023-fe,en,problem_generating,few_shot,kg,advanced,"A ball on a string is swung in a horizontal circle, and its centripetal acceleration is recorded over time as shown in Experiment 1 of the graph. If the radius of the circle is 0.5 m, and the maximum centripetal acceleration recorded is 16 m/s², calculate the maximum angular velocity of the ball. Additionally, discuss how the uncertainty in the radius measurement (+/-0.01 m) might affect the calculated angular velocity.","[""A car is traveling around a circular track with a radius of 200 meters at a constant speed of 30 meters per second. Calculate the centripetal acceleration of the car. Additionally, determine the minimum coefficient of static friction required between the tires and the track to prevent the car from skidding."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular and provide your answer in meters per second squared."", ""A roller coaster car with a mass of 500 kg is moving at a speed of 20 m/s at the top of a vertical loop with a radius of 15 meters. Calculate the centripetal acceleration at this point and determine the normal force exerted by the track on the car at the top of the loop.""]",Difficulty: advanced. Use the provided graph (graph_01dc389f.png) and real-world image (foto_with_circles_1753537958.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_01dc389f.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753537958.jpg""]"
PR-EN-024-fe-base,PR-EN-024-fe,en,problem_generating,few_shot,none,advanced,"A unicycle wheel with a radius of 0.3 m is observed during Experiment 2. Using the graph, determine the centripetal acceleration of the wheel at t = 3 seconds. Assume the angular velocity at this time is constant and use the given radius from the image.","[""A car is traveling around a circular track with a radius of 200 meters at a constant speed of 30 meters per second. Calculate the centripetal acceleration of the car. Additionally, determine the minimum coefficient of static friction required between the tires and the track to prevent the car from skidding."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular and provide your answer in meters per second squared."", ""A roller coaster car with a mass of 500 kg is moving at a speed of 20 m/s at the top of a vertical loop with a radius of 15 meters. Calculate the centripetal acceleration at this point and determine the normal force exerted by the track on the car at the top of the loop.""]",Difficulty: advanced. Use the provided graph (graph_02ce992e.png) and real-world image (foto_with_circles_1753577574.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_02ce992e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753577574.jpg""]"
PR-EN-024-fe-kg,PR-EN-024-fe,en,problem_generating,few_shot,kg,advanced,A unicycle wheel of radius 0.5 m is spinning with an angular velocity that varies over time as shown in Experiment 1 of the graph. Calculate the maximum centripetal acceleration experienced by a point on the edge of the wheel during the experiment.,"[""A car is traveling around a circular track with a radius of 200 meters at a constant speed of 30 meters per second. Calculate the centripetal acceleration of the car. Additionally, determine the minimum coefficient of static friction required between the tires and the track to prevent the car from skidding."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular and provide your answer in meters per second squared."", ""A roller coaster car with a mass of 500 kg is moving at a speed of 20 m/s at the top of a vertical loop with a radius of 15 meters. Calculate the centripetal acceleration at this point and determine the normal force exerted by the track on the car at the top of the loop.""]",Difficulty: advanced. Use the provided graph (graph_02ce992e.png) and real-world image (foto_with_circles_1753577574.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_02ce992e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753577574.jpg""]"
PR-EN-025-fe-base,PR-EN-025-fe,en,problem_generating,few_shot,none,advanced,"A bicycle wheel of radius 0.3 m is observed during Experiment 1, where the centripetal acceleration increases from 1.5 m/s² to 2.5 m/s² over a period of 10 seconds. If the angular velocity of the wheel is initially 5 rad/s, calculate the final angular velocity of the wheel at the end of this period.","[""A car is traveling around a circular track with a radius of 200 meters at a constant speed of 30 meters per second. Calculate the centripetal acceleration of the car. Additionally, determine the minimum coefficient of static friction required between the tires and the track to prevent the car from skidding."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular and provide your answer in meters per second squared."", ""A roller coaster car with a mass of 500 kg is moving at a speed of 20 m/s at the top of a vertical loop with a radius of 15 meters. Calculate the centripetal acceleration at this point and determine the normal force exerted by the track on the car at the top of the loop.""]",Difficulty: advanced. Use the provided graph (graph_03059250.png) and real-world image (foto_with_circles_1753579287.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_03059250.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753579287.jpg""]"
PR-EN-025-fe-kg,PR-EN-025-fe,en,problem_generating,few_shot,kg,advanced,"A bicycle wheel of radius 0.35 m is rotating such that its angular velocity changes over time. Using the graph, determine the centripetal acceleration at 10 seconds during Experiment 1. Assume the wheel's angular velocity corresponds to the centripetal acceleration shown in the graph. How does this compare to the centripetal acceleration at 15 seconds in Experiment 2?","[""A car is traveling around a circular track with a radius of 200 meters at a constant speed of 30 meters per second. Calculate the centripetal acceleration of the car. Additionally, determine the minimum coefficient of static friction required between the tires and the track to prevent the car from skidding."", ""A satellite orbits Earth in a circular path with a radius of 7,000 kilometers. If the satellite completes one orbit every 90 minutes, calculate the centripetal acceleration experienced by the satellite. Assume the orbit is perfectly circular and provide your answer in meters per second squared."", ""A roller coaster car with a mass of 500 kg is moving at a speed of 20 m/s at the top of a vertical loop with a radius of 15 meters. Calculate the centripetal acceleration at this point and determine the normal force exerted by the track on the car at the top of the loop.""]",Difficulty: advanced. Use the provided graph (graph_03059250.png) and real-world image (foto_with_circles_1753579287.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_03059250.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753579287.jpg""]"
